objid,name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g,distance
1237662636376260782,SDSS J160651.52+074752.12,241.7147,7.79781,18.8,0.02,DB,12265,97,8,0.00717424527613486
1237669702661111953,SDSS J010055.33+074758.85,15.23054,7.79968,18.98,0.01,DA+M4,21045,557,7.91,0.00136223884532682
1237662635838734536,SDSS J160043.59+074802.84,240.1816,7.80079,17.41,0.02,He-sdO,47103,836,5,0.0039221322673697
1237662247131349023,SDSS J134559.13+074854.14,206.4964,7.81504,18.51,0.03,DA,51474,1127,7.812,0.000652878401919669
1237658493871652921,SDSS J091052.28+074934.68,137.7178,7.8263,18.97,0.02,B/sdB,34395,376,5.857,0.00112225605867017
1237662264860541057,SDSS J152334.34+075310.93,230.8931,7.88637,18.81,0.02,DA,26722,245,8.082,0.00190596558679828
1237669681188831264,SDSS J000835.10+075324.53,2.14625,7.89015,18.33,0.01,DA,26747,110,8.027,0.00217922251791858
1237669518516224118,SDSS J000603.79+075514.28,1.51579,7.92063,18,0.01,DAH,9000,1000,8.25,0.00443866017150986
1237662236404940892,SDSS J141306.54+075522.98,213.2773,7.92305,15.53,0.02,DA,15290,92,8.668,0.00290588015395594
1237661972257636423,SDSS J120439.96+075916.08,181.1665,7.9878,18.01,0.02,DAZ,10772,157,9.85,0.0182491952704088
1237661949201416240,SDSS J153026.10+080027.90,232.6087,8.00775,18.01,0.02,DAZ,10537,247,9.72,0.00931418499752025
1237662636375932976,SDSS J160345.26+080153.22,240.9386,8.03145,17.91,0.02,DAO,33758,317,5.44,0.0014637625735217
1237661949201023087,SDSS J152704.26+080236.49,231.7677,8.04347,17.85,0.02,A/DAZ,29560,173,5,0.00205834536814346
1237669703197130808,SDSS J005310.24+080500.71,13.29267,8.08353,18.4,0.01,DA,24672,210,8.139,0.00113914005472846
1237660583906115618,SDSS J095703.09+080504.85,149.2629,8.08468,17.63,0.01,DA,11606,42,8.61,0.0118397545620483
1237662198285008900,SDSS J152306.96+080541.24,230.779,8.09479,18.78,0.02,He-sdB,39937,1424,5.41,0.00180633322331928
1237662262165897233,SDSS J134748.59+080616.20,206.9525,8.1045,18.29,0.02,DAB:,31441,275,5.47,0.000465826203719753
1237669768163885125,SDSS J013104.20+080843.01,22.7675,8.14528,17.33,0.02,DA,19279,70,8.031,0.00299788587384175
1237674597851529228,SDSS J120606.00+080943.16,181.525,8.16199,15.88,0.03,He-sdO,50000,50,7,0.00377057848731496
1237669703195164680,SDSS J003433.17+080959.99,8.63821,8.16666,18.1,0.01,DA,9633,20,8.587,0.00301456650231108
1237662263783063598,SDSS J144837.44+081222.54,222.156,8.20626,16.28,0.01,A/sdB,31999,92,5.527,0.00197066972076211
1237662199360782378,SDSS J154218.18+081301.78,235.5757,8.21716,18.15,0.02,DA,93248,2456,8.082,0.00320756812458067
1237662262164783273,SDSS J133756.50+081312.00,204.4854,8.22,18.12,0.02,DA,20869,131,8.005,0.00465529505312604
1237662236942270638,SDSS J141739.30+081541.26,214.4138,8.26146,18.82,0.02,DB,22971,492,7.842,0.00340090804270281
1237660584442265652,SDSS J095022.03+081557.53,147.5918,8.26598,18.8,0.02,sdB,35220,763,5.68,0.00196069637743949
1237660413189160977,SDSS J093245.91+081618.55,143.1913,8.27182,16.21,0.01,sdO,33466,200,5.7,0.000946977378096984
1237662199360192524,SDSS J153647.76+081826.57,234.199,8.30738,18.46,0.02,DA,16739,146,8.055,0.00261164748916673
1237661068705726611,SDSS J090827.08+092100.22,137.1128,9.35006,17.93,0.02,DAH:,100000,794,10,0.00211843933082276
1237662262704472118,SDSS J140356.97+082047.08,210.9874,8.34641,18.23,0.02,DB,16003,67,8.006,0.00314934496076168
1237668330964647945,SDSS J161442.26+082145.29,243.6761,8.36258,16.88,0.02,DAO/sdO,41210,472,5.01,0.0011807466073537
1237669519054209092,SDSS J001624.09+082157.09,4.10037,8.36586,18.3,0.01,DA,16451,20,7.94,0.00175693521459426
1237658492268249091,SDSS J101711.56+082235.29,154.2982,8.37647,18.75,0.02,DA,22592,239,7.813,0.00805977102216483
1237669519053291634,SDSS J000746.92+082236.08,1.9455,8.37669,16.93,0.01,DA,16624,50,8.115,0.00603169468837847
1237661972798832651,SDSS J124421.44+082305.60,191.0893,8.38489,17.08,0.02,DA,18913,66,8.105,0.00987899987342577
1237661972791754754,SDSS J113859.72+082305.93,174.7488,8.38498,18.48,0.03,DA,19250,122,8.037,0.00105463304414561
1237658491734065164,SDSS J104205.60+082422.25,160.5233,8.40618,17.61,0.01,DA,18361,86,8.173,0.00495039559320451
1237664285634134108,SDSS J084328.88+082438.27,130.8703,8.41063,16.21,0.02,DAZ,26582,168,5.63,0.00256990426699354
1237658492268642364,SDSS J102106.66+082724.48,155.2778,8.4568,17.63,0.02,DB,23338,205,7.905,0.0107136281065626
1237661972795883597,SDSS J121735.22+082810.06,184.3967,8.46946,16.54,0.01,DAH,20024,64,9.45,0.00827982281539966
1237671930135314435,SDSS J105551.48+082846.20,163.9645,8.4795,16.89,0.02,DA,16634,64,8.127,0.00279467554555895
1237658425171640360,SDSS J114604.93+082934.87,176.5205,8.49302,18.07,0.03,He-sdO,50000,149,7.11,0.000614783906871775
1237669768157397041,SDSS J003115.10+083004.83,7.81292,8.50134,18.91,0.01,DBA,13727,97,8,0.00206963319870913
1237662638525776056,SDSS J162650.27+083026.28,246.7095,8.5073,18.61,0.02,DB,11310,89,8,0.00381590370589646
1237662636912738475,SDSS J160401.31+083109.01,241.0055,8.51917,18.56,0.02,DBAZ,12300,299,8.62,0.00113080009047252
1237669519054864392,SDSS J002153.33+083141.82,5.47221,8.52828,18.78,0.01,DB,16720,11,7.899,0.00185427296287084
1237669682261393599,SDSS J235751.84+083156.78,359.466,8.53244,18.74,0.01,DA,18895,200,7.954,0.00308744938021422
1237662237479862321,SDSS J142413.37+083316.45,216.0557,8.55457,17.7,0.01,DQ:,12000,1000,8,0.0055968472767998
1237668270844215569,SDSS J162838.42+083328.91,247.1601,8.55803,18.85,0.02,DA,59129,2339,8.04,0.00279833656944183
1237678905179373613,SDSS J010901.58+083354.67,17.25658,8.56519,18.76,0.01,DB,16000,89,7.958,0.000859093193250624
1237660413725769796,SDSS J093024.62+083406.67,142.6026,8.56852,18.52,0.01,DB,12126,81,8,0.00699981998389241
1237674598925271190,SDSS J120324.13+083409.92,180.8505,8.56942,18.04,0.01,DZ,6406,190,8,0.0167250753138093
1237662264319934470,SDSS J144843.55+083522.31,222.1815,8.58953,15.88,0.02,DA,81270,1623,7.426,0.00721238801798224
1237661950813864033,SDSS J154811.34+083613.21,237.0473,8.60367,18.6,0.01,DB,19260,168,7.9,0.00165641000247583
1237671267111075859,SDSS J124352.76+083616.52,190.9698,8.60459,18.17,0.03,DA,15879,82,8.06,0.00700165478551334
1237662262162227318,SDSS J131425.19+083648.88,198.605,8.61358,18.94,0.01,DB,11719,134,8,0.00599732689730456
1237661977084887047,SDSS J122723.00+083652.34,186.8458,8.61454,16.37,0.02,DA,16059,51,8.107,0.0238882284647104
1237661950813732955,SDSS J154651.81+083729.06,236.7159,8.62474,18.54,0.01,DA,17516,128,8.066,0.00231248655466427
1237658491211808860,SDSS J125740.73+083750.34,194.4197,8.63065,16.54,0.01,B/sdB,30082,147,5.372,0.00389400687345735
1237662236939780243,SDSS J135446.88+083930.17,208.6953,8.65838,17.94,0.02,DA,85472,2977,8.184,0.00286354653950107
1237671991337943170,SDSS J132813.80+084157.50,202.0575,8.69931,18.85,0.01,DC:,11380,1000,7.968,0.00184694103802431
1237658492804661291,SDSS J101308.41+084248.17,153.285,8.71338,18.22,0.02,DAH:,18215,145,8.04,0.00117349410448628
1237658491736227860,SDSS J110205.12+084343.46,165.5213,8.72874,18.99,0.02,DA,21023,273,7.572,0.000729252396215215
1237658492804858047,SDSS J101452.85+084358.44,153.7202,8.7329,18.9,0.02,DA,18399,178,8.079,0.00069010907914463
1237662264857460743,SDSS J145452.84+084640.66,223.7202,8.77796,16.89,0.01,DB,15571,46,8.118,0.00910409738614124
1237662637987332319,SDSS J161210.89+084732.78,243.0454,8.79244,18.31,0.01,DA,30891,153,7.776,0.00358221470587646
1237658491211874378,SDSS J125810.07+084834.88,194.542,8.80969,18.55,0.02,DAB:,23226,343,5,0.00168100991842152
1237678832146382949,SDSS J005505.42+085030.55,13.77258,8.84182,18.62,0.01,DQ,10277,1000,8,0.00100277882827962
1237662198282256417,SDSS J145810.17+085124.23,224.5424,8.85673,18.19,0.02,DA,17557,139,8.005,0.00204857602085727
1237660612901994530,SDSS J113857.47+085242.24,174.7395,8.8784,18.22,0.03,DA,14593,195,8.175,0.00486093068480721
1237662264318427203,SDSS J143458.49+085425.74,218.7437,8.90715,16.12,0.02,DAZ,27186,109,5.643,0.00167845980006318
1237658491206959145,SDSS J121235.73+085449.25,183.1489,8.91368,18.41,0.02,DA,17515,125,8,0.00588371310206725
1237658491208859667,SDSS J123004.20+085616.58,187.5175,8.93794,18.98,0.02,DA,17223,103,8.169,0.000836397874700156
1237668330963599584,SDSS J160553.66+085954.42,241.4736,8.99845,18.21,0.02,DA+M4,25012,439,8.22,0.00385434488325489
1237678858991829369,SDSS J212521.79+090007.53,321.3408,9.00209,18.98,0.01,DC,8610,500,9,0.00125441408715702
1237668349222060199,SDSS J161254.97+090341.15,243.229,9.06143,18.38,0.02,DA,20369,139,8.734,0.00240737762545253
1237660669812670481,SDSS J093139.86+090407.68,142.9161,9.0688,18.85,0.02,DA,17308,184,7.956,0.00637187090926499
1237679317483585620,SDSS J004511.19+090445.37,11.29663,9.07927,18.07,0.03,DA,7564,34,8.11,0.00052303939066303
1237674597852053507,SDSS J120844.86+090529.44,182.1869,9.09151,18.95,0.02,DA,19294,173,7.947,0.00534167631702661
1237674597315248152,SDSS J121029.23+090553.99,182.6218,9.09833,17.94,0.03,He-sdO,47547,45,7,0.00209485999796774
1237660669812867077,SDSS J093329.42+090554.56,143.3726,9.09849,18.48,0.02,DB,15947,89,8.228,0.00757638635873376
1237660613437489186,SDSS J112605.80+090628.76,171.5242,9.10799,17.92,0.01,DAH:,10167,103,8.81,0.0250026599145874
1237662198281535567,SDSS J145141.40+090645.22,222.9225,9.11256,17.36,0.02,DAB:,22744,205,5,0.00204184163080423
1237661068705071186,SDSS J090215.05+090736.08,135.5627,9.12669,17.36,0.02,DA,15770,78,8.152,0.0123635342764715
1237662264856019116,SDSS J144210.30+091007.39,220.5429,9.16872,17.99,0.02,DA,23685,128,7.944,0.00388955490489467
1237660585515810840,SDSS J094758.91+091012.14,146.9955,9.17004,16.96,0.02,He-sdB,34426,282,5.42,0.00175055822882273
1237661063879065634,SDSS J095601.68+091137.75,149.007,9.19382,18.48,0.02,He-sdO,49363,242,7,0.000549626490666429
1237661068705202195,SDSS J090308.39+091241.22,135.785,9.21145,17.44,0.02,DA,20283,92,8.046,0.00225610556745962
1237662198819586084,SDSS J150230.30+091357.25,225.6263,9.23257,17.28,0.01,sdO,33735,203,5.51,0.00121461599498466
1237660613438078990,SDSS J113125.25+091412.23,172.8552,9.23673,18.83,0.02,DA,22575,270,8.601,0.0115519338597314
1237660613972066306,SDSS J110436.70+091822.14,166.1529,9.30615,16.66,0.02,DA,17049,68,7.543,0.0124547396478967
1237658492808200224,SDSS J104546.43+091825.16,161.4435,9.30699,17.9,0.02,DA,28989,119,7.985,0.00282690321274878
1237662264855232606,SDSS J143452.22+091835.35,218.7176,9.30982,18.9,0.02,DB,13477,67,8,0.00789796119834789
1237662263776313607,SDSS J134633.40+091836.80,206.6392,9.31022,18.78,0.01,DA,6000,1000,8.094,0.00161603859059962
1237662264315740183,SDSS J141013.02+091938.93,212.5542,9.32748,17.85,0.02,He-sdO,50000,24,6.5,0.00196730536513419
1237674598925664280,SDSS J120455.22+091945.01,181.2301,9.32917,18.66,0.02,DA,19582,157,7.857,0.00511171740316627
1237662636373114966,SDSS J153821.66+092006.76,234.5903,9.33521,18.08,0.02,DBA,18350,70,8.132,0.00147308910700562
1237658492809117803,SDSS J105427.62+092128.80,163.6151,9.358,17.43,0.02,DA,58248,1034,7.714,0.000918587388368978
1237678833764073625,SDSS J020030.43+092222.21,30.12679,9.37284,18.71,0.01,DC,10263,350,7.548,0.000488236738126227
1237658492275982430,SDSS J112905.44+092327.85,172.2727,9.39107,17.83,0.03,DA,18172,96,7.748,0.00696319479073536
1237662637448298524,SDSS J155155.11+092344.02,237.9796,9.39556,18.62,0.02,He-sdO,48415,233,7.01,0.00198662046572378
1237668330962812959,SDSS J155820.51+092344.52,239.5855,9.3957,18.4,0.02,DAB:,23562,253,5,0.00204506682739043
1237662199357243448,SDSS J150957.07+092349.20,227.4878,9.397,18.59,0.02,DAH:,10240,133,9.18,0.00345390019027885
1237661064950579233,SDSS J093444.55+092443.31,143.6856,9.41203,17.42,0.02,DBA,17409,55,8.175,0.00277777185713683
1237661949197352973,SDSS J145308.94+092502.53,223.2872,9.41737,17.76,0.01,DA,10569,26,8.995,0.0245636804275966
1237660613972066316,SDSS J110445.01+092530.83,166.1875,9.42523,15.99,0.02,sdO,36628,240,5.42,0.00128255987150219
1237661950273585209,SDSS J151646.27+092631.70,229.1928,9.44214,17.02,0.02,A/DAZ,35543,226,5,0.000892947534418712
1237662198280618028,SDSS J144307.70+093133.92,220.7821,9.52609,17.19,0.02,DAB:,31899,141,5.61,0.00185687589541081
1237661068170035252,SDSS J091906.55+093209.53,139.7773,9.53598,18.23,0.03,DA,24043,231,7.947,0.00304067774772706
1237658492277162033,SDSS J113953.07+093230.91,174.9711,9.54192,18.83,0.01,DA,17024,190,7.957,0.00517277248472829
1237661068706250867,SDSS J091306.50+093326.96,138.2771,9.55749,17.17,0.02,DA,17619,64,8.091,0.00275631525891909
1237658492282863700,SDSS J123246.31+093348.78,188.193,9.56355,18.83,0.02,DA,97551,5718,8.443,0.00133241627510604
1237668310021046372,SDSS J161834.01+093358.14,244.6417,9.56615,18.22,0.01,DB,19497,450,8,0.00308212130136724
1237662238013456420,SDSS J135416.76+093426.65,208.5698,9.57407,18.35,0.01,DA,19256,159,7.817,0.000720566127508066
1237658492285812888,SDSS J130003.80+093427.08,195.0158,9.57419,18.72,0.02,DA,17903,180,7.801,0.001614055160553
1237662263774740541,SDSS J133215.12+093557.88,203.063,9.59941,18.98,0.02,DA,17556,172,7.575,0.00363312641413081
1237660613973835778,SDSS J112056.23+093641.72,170.2343,9.61159,16.18,0.02,sdO,41826,417,5.54,0.000816946390473342
1237662264853725220,SDSS J142034.19+093642.70,215.1425,9.61186,18.86,0.02,DA,21577,253,8.002,0.00395147214241204
1237660584983593018,SDSS J103123.91+093657.89,157.8496,9.61608,18.64,0.02,DZ,10710,53,8,0.00384032536800071
1237671931745271856,SDSS J104951.71+093659.18,162.4655,9.61644,18.08,0.02,DA,16234,85,8.02,0.017296943177282
1237660585518104637,SDSS J100933.92+093705.88,152.3913,9.6183,16.48,0.02,DA,22369,89,8.048,0.0011970231307141
1237662198818144324,SDSS J144916.85+093723.05,222.3202,9.62307,17.66,0.01,DA,40304,319,7.364,0.000948473496536811
1237661069778288681,SDSS J085638.83+093818.06,134.1618,9.63835,18.17,0.03,DA,20625,140,8.029,0.00242209069143896
1237662638523220011,SDSS J160322.84+093859.39,240.8452,9.64983,17.27,0.02,B/sdB,31441,137,5.63,0.0018237104677588
1237662264853069868,SDSS J141435.86+093933.26,213.6494,9.65924,17.91,0.02,DAB,11339,232,8.56,0.0112677734538071
1237661949734355064,SDSS J145506.86+094203.96,223.7786,9.7011,16.62,0.02,A/DAZ,33651,147,5.537,0.000654460569197676
1237658493345267781,SDSS J104739.10+094424.18,161.9129,9.74005,16.72,0.02,He-sdO,47547,45,7,0.00233346288986674
1237661923404152895,SDSS J090945.19+094451.97,137.4383,9.74777,18.74,0.01,DA-He,12500,1000,9.5,0.00044060653986595
1237668332037406817,SDSS J160715.22+094629.46,241.8134,9.77485,18.99,0.02,He-sdO,49704,588,7.07,0.000667709014322049
1237660670886019105,SDSS J092734.28+094711.15,141.8928,9.78643,17.75,0.02,DA,10194,23,8.909,0.0085067742272089
1237671932280963110,SDSS J103831.67+094826.28,159.632,9.8073,17.37,0.02,DA,18281,111,8.023,0.00177122141709168
1237662237466427498,SDSS J121939.35+094956.42,184.914,9.83234,18.04,0.02,DB,29737,215,7.8,0.000905317824105665
1237668332574736597,SDSS J161129.88+095004.81,242.8745,9.83467,17.82,0.01,He-sdB,38269,523,5.67,0.00168107714577535
1237662239089426614,SDSS J141506.39+095019.51,213.7766,9.83875,18.76,0.01,DC,11965,620,8.854,0.00458907253164844
1237671956978073615,SDSS J132502.09+095220.60,201.2587,9.87239,18.55,0.02,DAB/sdB,24173,301,5,0.00225808779424485
1237661063881359375,SDSS J101647.61+095334.26,154.1984,9.89285,17.68,0.04,DA,29800,116,7.392,0.00187353249889313
1237662238550327337,SDSS J135415.25+095522.65,208.5635,9.92296,18.38,0.01,He-sdO,42430,3000,6.5,0.000997912940023692
1237668270842249306,SDSS J161108.08+095635.34,242.7837,9.94315,17.61,0.02,DA,21107,120,7.977,0.00426252488648471
1237679318556213426,SDSS J003504.65+095827.60,8.76938,9.97433,18.76,0.01,DC,11604,1000,9,0.000623585770251543
1237658492820586503,SDSS J124026.13+095912.19,190.1089,9.98672,16.49,0.02,DA,25026,85,8.068,0.00809978987951701
1237668349757948073,SDSS J160429.12+100002.20,241.1213,10.00061,16.95,0.01,DAB:,23819,270,5.68,0.00275835402066408
1237661950271291502,SDSS J145547.79+100044.89,223.9491,10.01247,18.44,0.02,DAB:,13433,129,7.15,0.00100573997558078
1237661068707168306,SDSS J092104.13+100517.48,140.2672,10.08819,18.99,0.02,DA,16453,186,8.1,0.00308979851260753
1237661950809211043,SDSS J150547.57+100627.86,226.4482,10.10774,17.71,0.02,DAB:,23215,214,5,0.000969451874650397
1237668310557851697,SDSS J161832.12+100655.00,244.6338,10.11528,17,0,sdO,39961,383,5.254,0.000492414857246505
1237661949194469523,SDSS J142708.16+100911.09,216.784,10.15308,18.27,0.02,DAH,17445,187,7.89,0.00276335778798078
1237662198816374885,SDSS J143317.78+101122.81,218.3241,10.18967,18.56,0.02,CV,10110,43,9.46,0.00845715501664556
1237668310557589537,SDSS J161603.28+101210.62,244.0137,10.20295,17.62,0.01,He-sdO,54131,3755,6.83,0.000668886491130363
1237658493360799823,SDSS J131138.41+101228.01,197.91,10.20778,18.74,0.02,DA,15460,134,8.055,0.00704010379972232
1237661950270505036,SDSS J144824.12+101501.58,222.1005,10.25044,18.85,0.01,DBA,12865,121,8,0.00088417499865626
1237661065488826454,SDSS J094722.49+101523.54,146.8437,10.25654,17.71,0.02,DO,85000,15000,7.5,0.00166152145050359
1237661069779599446,SDSS J090831.06+101533.26,137.1294,10.25924,18.6,0.02,sdO,39678,783,5.478,0.00279352643257243
1237660615045939227,SDSS J110546.37+101538.84,166.4432,10.26079,18.31,0.02,DAO,34903,338,5.72,0.00214529422553668
1237658493359751175,SDSS J130139.53+101824.55,195.4147,10.30682,18.85,0.02,sdO,36575,1194,5.22,0.00027852011169119
1237662198277472294,SDSS J141404.45+101948.86,213.5185,10.33024,18.72,0.02,DA,22616,272,7.819,0.00404148413196141
1237662198277275684,SDSS J141218.72+102157.64,213.078,10.36601,18.92,0.02,DB,17051,134,8.07,0.0048444436538375
1237674599999733789,SDSS J120350.03+102242.17,180.9585,10.37838,18.61,0.02,DB,11632,148,8,0.00330559423740695
1237658493349855300,SDSS J113003.97+102339.98,172.5165,10.39444,18.11,0.02,DA,29120,136,7.869,0.00622733711632426
1237662238546395174,SDSS J131737.68+102346.14,199.407,10.39615,18.11,0.02,DA,18985,134,7.896,0.0052536057281233
1237660669817454662,SDSS J101615.26+102415.91,154.0636,10.40442,18.41,0.02,DA,17448,118,7.993,0.00584942716367039
1237671957514748118,SDSS J132602.78+102522.40,201.5116,10.42289,18.89,0.02,DAB:,24313,422,5.01,0.00231187890702251
1237661950808424498,SDSS J145818.51+102632.96,224.5771,10.44249,18.36,0.02,DBA,12128,69,8,0.00509730269022408
1237678907323121712,SDSS J003424.43+102641.96,8.60179,10.44499,18.48,0.03,DA,7106,33,7.85,0.000611349204874847
1237660670352621642,SDSS J100007.43+102643.22,150.031,10.44534,18.31,0.02,DA,18407,142,8.631,0.00113508190205188
1237661069780058115,SDSS J091239.64+102645.60,138.1652,10.446,18.98,0.02,DAH:,24277,292,8,0.0032202049522442
1237662239086280868,SDSS J134608.46+102709.79,206.5352,10.45272,18.97,0.02,DA,21107,209,7.58,0.00524264156189939
1237662534357811215,SDSS J152719.68+102748.56,231.832,10.46349,18.46,0.02,He-sdB,41618,756,5.55,0.0013139546974692
1237668270841528371,SDSS J160444.72+102802.82,241.1863,10.46745,18.44,0.02,sdB,23130,318,5,0.00144476307351195
1237662264848810038,SDSS J133525.72+102918.78,203.8572,10.48855,18.12,0.02,DA+M2,20098,229,7.88,0.0229836331281006
1237662264848678942,SDSS J133350.55+102935.12,203.4606,10.49309,17.81,0.04,DA,10357,24,8.494,0.000279794252074621
1237661923405856927,SDSS J092516.17+102943.33,141.3174,10.49537,18.94,0.02,DA,16678,39,7.969,0.00504682011675153
1237662534357876803,SDSS J152820.28+103032.04,232.0845,10.5089,15.69,0.03,DAO/sdO,35443,174,5.65,0.0011275724219078
1237662238544822453,SDSS J130318.39+103101.85,195.8266,10.51718,18.5,0.02,DAO,52228,2111,5.51,0.0013514796055955
1237661950269980812,SDSS J144331.82+103124.20,220.8826,10.52339,18.28,0.03,DA,16971,112,8.003,0.00801034807281963
1237668333111148783,SDSS J160810.62+103211.65,242.0443,10.53657,17.08,0.01,He-sdB,34544,521,5.06,0.0036605491101142
1237671122687164493,SDSS J090339.72+103213.09,135.9155,10.53697,16.91,0.02,DBA,16704,31,8,0.00291158655828758
1237661949731536941,SDSS J142855.43+103313.61,217.231,10.55378,18.55,0.02,DB+M,15594,1000,8.017,0.00790613449574011
1237671124831895572,SDSS J083656.62+103452.03,129.2359,10.58112,18.62,0.01,DAH:,21696,196,8.08,0.00173861746943923
1237665565548872254,SDSS J163917.46+103605.04,249.8228,10.6014,18.81,0.01,DAH,6543,142,9.84,0.000487090970511327
