#name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g
SDSS J222332.60+010013.10,335.88583,1.00364,17.07, 0.03,DA, 15758,   48, 7.973
SDSS J214441.71+010029.88,326.17379,1.0083,18.22, 0.01,DB, 21000,  800, 7.910
SDSS J112757.48+010044.21,171.9895,1.01228,16.57, 0.02,DAB, 31111,   77, 5.590
SDSS J151907.15+010107.18,229.77979,1.01866,17.71, 0.01,DA, 24245,  136, 8.079
SDSS J143917.64+010251.11,219.8235,1.04753,16.39, 0.02,DAB, 27784,  153, 5.000
SDSS J220922.17+010307.99,332.34238,1.05222,16.54, 0.02,He-sdB, 41210,  404, 5.950
SDSS J235456.66+010330.82,358.73608,1.05856,18.31, 0.02,DA, 23756,  190, 7.986
SDSS J085434.99+010333.66,133.64579,1.05935,17.85, 0.01,DA, 21078,  128, 8.042
SDSS J215049.19+010338.45,327.70496,1.06068,18.02, 0.01,DAO/sdO, 36026,  567, 5.340
SDSS J131745.79+010450.52,199.44079,1.0807,16.63, 0.01,DAB/sdB, 28235,  158, 5.000
SDSS J135707.35+010454.52,209.28062,1.08181,17.25, 0.01,DAB, 11220,   52, 7.000
SDSS J105428.85+010514.78,163.62021,1.08744,16.78, 0.02,sdB, 32534,  126, 5.601
SDSS J153047.85+020738.01,232.69938,2.12723,18.23, 0.01,DC,  9679,  560, 7.263
SDSS J224451.81+010630.92,341.21587,1.10859,18.18, 0.02,DAO/sdO, 35097,  709, 5.110
SDSS J141759.32+010725.64,214.49717,1.12379,18.9, 0.01,DBA, 16918,  100, 7.924
SDSS J104725.10+010847.15,161.85458,1.14643,17.54, 0.02,sdB, 24633,  217, 5.000
SDSS J090958.99+011105.42,137.49579,1.18484,16.68, 0.01,DO, 51000, 2000, 7.500
SDSS J151306.74+011439.16,228.27808,1.24421,17.04, 0.02,DAB, 30270,  164, 5.470
SDSS J090631.14+011527.61,136.62975,1.25767,18.74, 0.01,DA, 16996,  142, 8.232
SDSS J112920.58+011604.71,172.33575,1.26798,18.49, 0.01,DB, 16613,   82, 8.000
SDSS J143257.99+011857.28,218.24162,1.31591,17.76, 0.03,sdB, 30378,  170, 5.447
SDSS J103158.27+012053.59,157.99279,1.34822,18.41, 0.03,DA, 18132,  114, 8.074
SDSS J144933.20+012100.14,222.38833,1.35004,17.24, 0.02,DA, 18299,   65, 7.743
SDSS J145930.65+012114.58,224.87771,1.35405,18.4, 0.01,DAZ,  8418,   23, 5.054
SDSS J143147.15+012153.21,217.94646,1.36478,18.6, 0.03,DAH, 16839,  169, 8.050
SDSS J152759.13+012406.19,231.99638,1.40172,16.65, 0.02,DA, 37557,  177, 8.051
SDSS J140416.73+012712.78,211.06971,1.45355,18.12, 0.01,sdO, 36256,  344, 5.140
SDSS J152748.87+012744.21,231.95362,1.46228,18.91, 0.02,DA, 22510,  218, 8.208
SDSS J112649.47+012758.46,171.70612,1.46624,16.12, 0.01,DA, 16755,   43, 7.860
SDSS J132537.21+012926.30,201.40504,1.49064,18.55, 0.03,DA, 17780,  121, 8.143
SDSS J011613.69+013052.98,19.05704,1.51472,18.59, 0.01,DC,  7300,  500, 9.000
SDSS J111707.86+013201.64,169.28275,1.53379,18.68, 0.02,DA, 23482,  249, 7.983
SDSS J015554.58+013509.76,28.97742,1.58604,18.53, 0.01,DC:,  9912, 1000, 6.500
SDSS J150850.96+013518.47,227.21233,1.58846,18.72, 0.01,DBA, 14936,   14, 8.558
SDSS J103724.07+013529.08,159.35029,1.59141,18.34, 0.02,DAH, 20160,  121,10
SDSS J141705.35+013543.26,214.27229,1.59535,18.81, 0.02,DAO, 34592,  404, 5.790
SDSS J134600.03+013558.16,206.50012,1.59949,18.56, 0.02,DAB, 27258,  310, 5.000
SDSS J085422.40+013650.83,133.59333,1.61412,15.98, 0.01,PG1159, 33158,   87, 5.000
SDSS J120658.56+013653.57,181.744,1.61488,17.83, 0.03,DA, 22897,  157, 7.962
SDSS J223125.22+013727.52,337.85508,1.62431,18.46, 0.01,DA,  6344,   40, 7.798
SDSS J143632.87+013812.48,219.13696,1.6368,18.08, 0.02,A/sdB, 28540,  200, 5.671
SDSS J091200.58+013919.51,138.00242,1.65542,16.81, 0.01,DA, 16705,   51, 8.201
SDSS J143921.81+014102.36,219.84088,1.68399,17.4, 0.02,DAB, 22795,  175, 5.000
SDSS J104435.22+014215.05,161.14675,1.70418,17.33, 0.02,DA, 19075,   83, 8.069
SDSS J084628.66+014216.96,131.61942,1.70471,17.64, 0.02,DAB/sdB, 34426,  259, 5.520
SDSS J120729.48+014250.44,181.87283,1.71401,16.77, 0.02,DA, 26499,   68, 8.035
SDSS J142741.03+014254.94,216.92096,1.71526,15.93, 0.02,A/DAZ, 30920,  190, 5.450
SDSS J143127.89+014416.22,217.86621,1.73784,18.76, 0.02,sdB, 31186,  328, 5.221
SDSS J140545.26+014418.96,211.43858,1.7386,15.58, 0.02,DAB/sdB, 29947,  142, 5.450
SDSS J140418.21+014634.39,211.07587,1.77622,18.46, 0.03,DA, 21613,  165, 8.116
SDSS J095850.56+014724.11,149.71067,1.79003,15.56, 0.02,DA, 16921,   53, 7.994
SDSS J113722.20+014858.75,174.3425,1.81632,18.73, 0.02,CV+M_RZ, 15000, 5000, 8.000
SDSS J150649.30+014941.52,226.70542,1.8282,18.34, 0.02,sdB, 30361,  183, 5.000
SDSS J142339.81+014947.10,215.91587,1.82975,17.17, 0.02,sdB, 31500,   59, 5.520
SDSS J084836.10+015222.58,132.15042,1.87294,17.11, 0.01,DA, 19175,   55, 8.004
SDSS J131955.03+015259.77,199.97929,1.88327,18.14, 0.02,DAH:, 18462,  122, 7.660
SDSS J145755.43+015442.95,224.48096,1.91193,18.07, 0.02,DB, 19570,  300, 7.956
SDSS J150956.90+015607.98,227.48708,1.93555,16.36, 0.01,DA, 21532,   60, 8.029
SDSS J133800.93+015733.19,204.50387,1.95922,18.37, 0.02,B/sdB, 31425,  248, 5.502
SDSS J084045.92+015755.94,130.19133,1.96554,18.42, 0.02,DA,  8430,   31, 8.357
SDSS J143925.14+015914.14,219.85475,1.98726,18.53, 0.02,DA, 62845, 2000, 7.883
SDSS J113400.74+015925.69,173.50308,1.99047,18.9, 0.02,DABZ,  6887,   47, 5.630
SDSS J141505.47+020237.03,213.77279,2.04362,18.19, 0.02,He-sdO, 47547,   45, 7.000
SDSS J112555.20+020250.10,171.48,2.04725,17.51, 0.02,sdB, 22321,  188, 5.000
SDSS J150153.77+020304.14,225.47404,2.05115,17.92, 0.02,DA, 20771,  102, 8.095
SDSS J145419.33+020323.72,223.58054,2.05659,18.59, 0.02,He-sdB, 39779, 1067, 5.080
SDSS J222017.78+020342.23,335.07408,2.06173,18.95, 0.02,DA:,  6900,   61, 8.014
SDSS J121117.98+020434.04,182.82492,2.07612,18.16, 0.01,DA-He, 10216, 1000, 8.000
SDSS J105807.82+020648.49,164.53258,2.11347,16.75, 0.02,DA, 19579,   66, 7.991
SDSS J102953.32+020812.45,157.47217,2.13679,18.86, 0.01,DBA, 14570,  137, 8.500
SDSS J152411.72+020845.67,231.04883,2.14602,18, 0.01,DA, 21576,  132, 7.945
SDSS J133135.41+020919.84,202.89754,2.15551,16.72, 0.02,sdB, 33983,  147, 5.625
SDSS J144737.75+020942.59,221.90729,2.16183,18.08, 0.02,sdB, 32366,  340, 5.392
SDSS J154601.39+021050.92,236.50579,2.18081,18.4, 0.01,DA, 27901,  148, 8.040
SDSS J151032.92+021207.63,227.63717,2.20212,15.97, 0.01,sdB, 24537,  143, 5.000
SDSS J132413.61+021337.13,201.05671,2.22698,18.5, 0.02,DA, 20152,  153, 8.037
SDSS J152658.83+021510.19,231.74513,2.25283,18.87, 0.02,DA, 60658, 2496, 8.069
SDSS J151717.22+021937.49,229.32175,2.32708,16.59, 0.02,sdB, 23024,  158, 5.000
SDSS J144024.72+022118.58,220.103,2.35516,17.39, 0.02,He-sdB, 34615,  761, 5.150
SDSS J134259.84+022209.62,205.74933,2.36934,17.52, 0.01,DA, 22654,  139, 7.994
SDSS J015217.86+022653.45,28.07442,2.44818,18.45, 0.02,DA:,  6541,   36, 7.710
SDSS J145817.52+022806.64,224.573,2.46851,18.6, 0.01,DAB, 13355,   57, 7.000
SDSS J124819.08+035003.12,192.0795,3.8342,16.56, 0.03,sdO, 49027, 1383, 5.030
SDSS J091453.69+023217.27,138.72371,2.53813,18.67, 0.02,DA, 24396,  183, 7.964
SDSS J085900.33+023313.07,134.75137,2.55363,16.02, 0.02,DAO, 32984,  216, 5.540
SDSS J131035.06+023327.61,197.64608,2.55767,17.98, 0.03,He-sdB, 38298,  495, 5.650
SDSS J234820.10+023417.65,357.08375,2.57157,17.33, 0.00,DB, 50000, 1000, 8.250
SDSS J131803.93+023430.14,199.51638,2.57504,17.26, 0.02,DA, 20447,   83, 8.027
SDSS J110500.81+023504.78,166.25338,2.58466,18.44, 0.02,DA, 45037,  753, 8.206
SDSS J083755.47+023516.80,129.48112,2.588,18.29, 0.01,DA, 32836,  197, 7.987
SDSS J131452.97+023740.22,198.72071,2.62784,18.3, 0.02,B/sdB, 23056,  264, 5.000
SDSS J213150.02+023953.75,322.95842,2.66493,18.21, 0.02,DA,  6920,   42, 7.505
SDSS J140122.46+024025.18,210.34358,2.67366,18, 0.02,DA, 85728, 3460, 7.918
SDSS J091701.21+024044.65,139.25504,2.67907,17.5, 0.02,DAO, 34054,  138, 5.860
SDSS J234459.45+024108.93,356.24771,2.68581,17.38, 0.00,DBA, 17200,  150, 7.866
SDSS J083015.58+024111.40,127.56492,2.6865,17.82, 0.02,sdB, 32349,  166, 5.840
SDSS J141848.60+024133.22,214.7025,2.69256,18.86, 0.02,DA, 19418,  213, 8.006
SDSS J143404.07+024207.88,218.51696,2.70219,16.62, 0.02,He-sdB, 34807,  240, 5.580
SDSS J101132.73+024216.49,152.88637,2.70458,18.97, 0.02,DA,  8109,   44, 5.549
SDSS J135819.05+024421.62,209.57937,2.73934,18.43, 0.01,DA, 19535,  157, 8.114
SDSS J083651.01+024436.66,129.21254,2.74352,18.83, 0.01,DA, 18964,  210, 8.169
SDSS J133340.25+024846.01,203.41771,2.81278,17.09, 0.02,DA, 18147,   90, 7.987
SDSS J151411.87+024903.18,228.54946,2.81755,18.99, 0.02,DA, 16597,  233, 7.878
SDSS J115217.11+025025.30,178.07129,2.84036,18.97, 0.02,DA, 21609,  264, 7.945
SDSS J205508.08+025204.96,313.78367,2.86804,15.9, 0.00,He-sdO, 49256,  120, 6.820
SDSS J091855.54+025523.45,139.73142,2.92318,17.18, 0.02,DA, 29265,   75, 7.976
SDSS J124325.94+025547.06,190.85808,2.92974,17.72, 0.02,CV, 10123,   53, 9.860
SDSS J123001.24+025557.65,187.50517,2.93268,17.13, 0.02,DA, 19983,   76, 8.019
SDSS J100931.54+025646.07,152.38142,2.94613,18.19, 0.02,DA, 21242,  161, 8.000
SDSS J100140.17+025853.19,150.41737,2.98144,18.23, 0.01,DBA, 18542,  115, 8.136
SDSS J095529.84+025913.45,148.87433,2.98707,17.4, 0.02,DA, 18092,  106, 8.079
SDSS J234632.91+025956.25,356.63713,2.99896,18.85, 0.01,DC,  9780,  440, 7.740
SDSS J110812.87+030045.47,167.05363,3.01263,18.12, 0.02,DA, 16812,  106, 7.988
SDSS J133447.88+030206.22,203.6995,3.03506,17.26, 0.02,DAB, 28267,  222, 5.000
SDSS J083733.14+030209.17,129.38808,3.03588,15.86, 0.02,sdB, 30638,  168, 5.480
SDSS J123852.50+030216.33,189.71875,3.03787,18.35, 0.02,DA, 17269,  145, 7.703
SDSS J153834.08+030812.95,234.642,3.13693,16.7, 0.02,DAO/sdO, 40000, 7000, 6.870
SDSS J083935.91+030840.81,129.89962,3.14467,16.35, 0.02,sdO, 39654,  312, 5.000
SDSS J124520.88+030951.41,191.337,3.16428,18.35, 0.02,DAO, 37141,  958, 5.270
SDSS J134045.19+031341.38,205.18829,3.22816,18.35, 0.02,B/sdB, 30537,  230, 5.463
SDSS J091450.78+031450.14,138.71158,3.24726,17.89, 0.02,DA, 20226,  117, 7.967
SDSS J103922.60+031747.08,159.84417,3.29641,18.95, 0.02,DA, 13603,  274, 8.879
SDSS J110914.99+031808.68,167.31246,3.30241,16.88, 0.02,DA, 18255,   55, 8.001
SDSS J091150.20+031842.34,137.95917,3.31176,18.56, 0.02,DA, 26742,  222, 8.083
SDSS J161236.84+032207.07,243.1535,3.36863,18.93, 0.02,DA, 20793,  191, 7.911
SDSS J093806.30+032242.53,144.52625,3.37848,18.45, 0.01,DB, 18400,  400, 8.040
SDSS J141941.60+032244.08,214.92333,3.37891,18.59, 0.02,DA, 15978,  181, 8.044
SDSS J014451.54+032353.16,26.21475,3.3981,18.79, 0.02,DA,  7290,   36, 7.590
SDSS J142817.87+032407.60,217.07446,3.40211,17.12, 0.02,DA, 15554,  164, 8.699
SDSS J134157.73+032424.17,205.49054,3.40671,18.57, 0.01,DBA, 17100,   98, 8.140
SDSS J103702.02+032648.08,159.25842,3.44669,18.46, 0.01,DA, 24148,  291, 7.280
SDSS J103430.16+032736.18,158.62567,3.46005,16.98, 0.02,DAH, 23045,  158,10
SDSS J130020.59+032802.60,195.08579,3.46739,17.21, 0.02,DA+M5, 25595,  211, 7.940
SDSS J161114.60+032833.10,242.81083,3.47586,18.59, 0.02,sdB, 21762,  272, 5.000
SDSS J131757.38+033014.44,199.48908,3.50401,16.9, 0.02,DB+M, 16479,  100, 7.664
SDSS J112421.66+033026.06,171.09025,3.50724,17.99, 0.02,DA, 20371,  166, 7.425
SDSS J145601.19+033028.73,224.00496,3.50798,17.35, 0.02,DA, 17881,   73, 8.080
SDSS J140715.41+033147.50,211.81421,3.52986,17.79, 0.02,He-sdO, 57877, 3000, 5.473
SDSS J114552.73+033218.71,176.46971,3.53853,18.58, 0.02,DBA, 14419,  125, 8.399
SDSS J151755.48+033349.72,229.48117,3.56381,18.76, 0.02,DA,  7363,   50, 9.004
SDSS J104248.95+033355.40,160.70396,3.56539,17.48, 0.03,DAO, 45446,  779, 6.350
SDSS J095126.72+033524.25,147.86133,3.59007,18.82, 0.02,DA+M2, 25595,  575, 7.980
SDSS J114821.29+033625.70,177.08871,3.60714,17.81, 0.03,DAB/sdB, 33028,  260, 5.510
SDSS J150844.09+033701.09,227.18371,3.61697,18.19, 0.01,He-sdB, 43151,  961, 5.620
SDSS J144016.44+033803.26,220.0685,3.63424,18.53, 0.02,DA, 15994,   82, 7.939
SDSS J130310.67+033948.49,195.79446,3.66347,17.59, 0.02,DA, 15409,   99, 8.288
SDSS J141859.77+034026.76,214.74904,3.6741,17.78, 0.01,DBA, 15000,  100, 8.203
SDSS J115124.11+034147.26,177.85046,3.69646,17.95, 0.02,DA, 21934,  136, 7.564
SDSS J145150.11+034309.37,222.95879,3.71927,17.56, 0.02,DA+M3, 16910,  101, 8.050
SDSS J155332.95+034434.38,238.38729,3.74288,16.66, 0.00,He-sdB, 32431, 3000, 6.500
SDSS J095101.28+034756.98,147.75533,3.79916,15.72, 0.01,DAB, 30361,   73, 5.500
SDSS J145734.40+034759.57,224.39333,3.79988,16.49, 0.02,DAB, 31246,  194, 5.580
SDSS J114811.16+034934.86,177.0465,3.82635,18.93, 0.02,DA, 16719,  169, 7.893
SDSS J103212.55+035023.93,158.05229,3.83998,18.81, 0.02,DA, 16426,  137, 8.054
SDSS J152831.09+035101.12,232.12954,3.85031,18.97, 0.02,DA, 18970,  162, 8.005
SDSS J225040.92+035119.86,342.6705,3.85552,18.99, 0.01,DA:,  6000, 2000, 7.629
SDSS J115232.86+035410.51,178.13692,3.90292,18.71, 0.02,DA, 52310, 1278, 8.100
SDSS J123130.90+035416.02,187.87875,3.90445,18.64, 0.02,DC:, 10755,  285, 8.990
SDSS J130805.91+035424.16,197.02462,3.90671,18.28, 0.02,DAH, 17974,  128, 7.910
SDSS J141127.09+035429.70,212.86288,3.90825,16.96, 0.00,DB, 35600,  260, 7.753
SDSS J133724.10+035433.59,204.35042,3.90933,17.36, 0.01,DA, 21130,   93, 8.000
SDSS J234750.57+035448.89,356.96071,3.91358,18.97, 0.02,DA, 17702,   32, 8.189
SDSS J113316.54+035652.59,173.31892,3.94794,17.42, 0.00,DBA, 15532,   44, 8.135
SDSS J135150.63+035718.07,207.96096,3.95502,19, 0.02,DBA/He-sdB, 47909,  546, 7.000
SDSS J100649.79+035845.28,151.70746,3.97924,18.29, 0.01,DC, 10005, 1000, 9.000
SDSS J121357.06+035903.16,183.48775,3.98421,17.19, 0.02,DAB/sdB, 24360,  153, 5.000
SDSS J160239.34+035949.70,240.66392,3.99714,18.69, 0.02,DA, 26212,  166, 8.111
SDSS J142621.00+040009.86,216.5875,4.00274,18.27, 0.02,DA, 16899,   99, 8.114
SDSS J143013.43+040018.07,217.55596,4.00502,17.26, 0.02,DA, 20739,   99, 8.579
SDSS J234753.85+040158.33,356.97438,4.03287,17.85, 0.02,DA, 21065,  119, 8.101
SDSS J013044.36+040327.54,22.68483,4.05765,18.47, 0.03,DA,  7139,   30, 7.970
SDSS J084003.96+040354.79,130.0165,4.06522,17.14, 0.01,DA, 19782,   70, 8.501
SDSS J093955.46+040641.44,144.98108,4.11151,18.33, 0.02,DA+M4, 10918,  106, 8.930
SDSS J135519.55+040703.68,208.83146,4.11769,17.38, 0.01,DA, 17695,    8, 8.008
SDSS J212309.39+040929.52,320.78913,4.1582,16.13, 0.01,DA+M:, 11565,   71, 8.670
SDSS J151042.06+040955.62,227.67525,4.16545,16.85, 0.02,sdO, 34879,  217, 5.059
SDSS J083606.48+041005.46,129.027,4.16818,18.93, 0.01,DB, 16537,  100, 8.078
SDSS J133449.26+041014.84,203.70525,4.17079,16.98, 0.02,He-sdB, 12475,   40, 7.000
SDSS J135955.80+041113.24,209.9825,4.18701,18.25, 0.02,DA, 16664,   14, 8.027
SDSS J155708.04+041156.52,239.2835,4.19903,17.48, 0.01,DAH, 23000, 1000, 9.500
SDSS J090316.81+041159.42,135.82004,4.19984,16.02, 0.01,DA, 18711,   35, 7.954
SDSS J161245.11+041241.54,243.18796,4.21154,15.79, 0.01,He-sdO, 49412,   48, 7.000
SDSS J145545.58+041508.60,223.93992,4.25239,16.6, 0.01,DA,100000,  895, 6.750
SDSS J143056.16+041554.79,217.734,4.26522,17.35, 0.02,DA, 16110,   49, 8.047
SDSS J142538.52+041614.16,216.4105,4.2706,17.38, 0.02,sdO, 33645,  157, 5.640
SDSS J212735.80+041637.67,321.89917,4.27713,18.62, 0.02,DA, 27589,  164, 7.755
SDSS J155857.69+041704.89,239.74038,4.28469,16.26, 0.00,DAH:,  6400, 1400, 8.000
SDSS J144511.28+041710.54,221.297,4.28626,18.86, 0.02,DAB, 21070,  317, 5.000
SDSS J154118.72+041711.51,235.328,4.28653,17.85, 0.02,sdB, 31901,  228, 5.513
SDSS J131730.94+041752.04,199.37892,4.29779,18.03, 0.02,DA, 28802,  143, 8.012
SDSS J004451.69+041819.26,11.21537,4.30535,18.77, 0.02,DZ,  7936,   36, 8.000
SDSS J003328.58+041834.63,8.36908,4.30962,18.73, 0.03,DQ,  8899,   23, 8.000
SDSS J094751.74+041857.17,146.96558,4.31588,17.45, 0.02,DA, 21878,   94, 8.485
SDSS J090609.92+041931.30,136.54133,4.32536,17.79, 0.01,DA, 70608, 1231, 8.028
SDSS J152046.14+042045.20,230.19225,4.34589,18.76, 0.02,DA, 13558,  108, 8.044
SDSS J095837.28+042129.27,149.65533,4.35813,15.78, 0.01,DA, 19075,   52, 7.998
SDSS J151248.61+042205.52,228.20254,4.3682,18.55, 0.02,A/sdB, 34034,  324, 5.804
SDSS J150827.10+042242.28,227.11292,4.37841,17.39, 0.02,DAB, 24069,  207, 5.000
SDSS J132833.70+042324.19,202.14042,4.39005,18.27, 0.01,DA-He, 12250, 1000, 9.500
SDSS J150246.52+042348.77,225.69383,4.39688,16.77, 0.02,sdB, 26937,  202, 5.000
SDSS J094927.59+042508.40,147.36496,4.419,17.11, 0.02,DA, 40032,  283, 7.981
SDSS J124451.49+042724.34,191.21454,4.45676,17.85, 0.02,DA, 17900,  103, 7.935
SDSS J142834.06+042733.23,217.14192,4.45923,16.46, 0.02,sdO, 33245,  175, 5.530
SDSS J125551.61+043238.87,193.96504,4.54413,18.46, 0.02,He-sdO, 91304, 8932, 5.380
SDSS J213328.52+043250.53,323.36883,4.54737,17.71, 0.01,DA, 25155,  121, 8.950
SDSS J212300.31+043453.08,320.75129,4.58141,18.98, 0.02,DAO/sdO, 41076, 1004, 6.450
SDSS J105113.66+043516.91,162.80692,4.58803,16.57, 0.01,DB, 14863,   44, 8.305
SDSS J212658.64+043533.07,321.74433,4.59252,18.95, 0.02,DA+M2, 27425,  389, 8.140
SDSS J090318.37+043533.72,135.82654,4.5927,16.61, 0.02,sdO, 36006,  188, 5.519
SDSS J234618.57+043555.18,356.57738,4.59866,16.45, 0.02,sdB, 31778,  180, 5.610
SDSS J120041.29+043623.76,180.17204,4.6066,17.95, 0.02,DA, 27173,  137, 8.013
SDSS J083423.17+043745.02,128.59654,4.62917,18.17, 0.01,DA, 18256,  110, 8.073
SDSS J154958.29+043820.15,237.49287,4.63893,18.13, 0.03,DAO/sdO, 35923,  512, 5.700
SDSS J145803.56+043922.03,224.51483,4.65612,18.01, 0.01,sdO, 86007, 3376, 5.010
SDSS J155006.89+044028.81,237.52871,4.67467,18.97, 0.03,DAB, 30564,  463, 5.590
SDSS J155256.16+044158.74,238.234,4.69965,16.21, 0.02,sdO, 40002,  353, 5.637
SDSS J154114.17+044305.23,235.30904,4.71812,18.78, 0.01,DAZ:,  6321,   24, 5.320
SDSS J153046.60+044439.62,232.69417,4.74434,18.63, 0.02,DA, 98000, 3985, 7.630
SDSS J215452.51+044517.28,328.71879,4.7548,18.47, 0.01,DA,  7068,   34, 7.600
SDSS J131241.62+044609.05,198.17342,4.76918,18.34, 0.02,DA, 16294,   84, 8.031
SDSS J095902.38+044653.02,149.75992,4.78139,18.88, 0.01,DB, 20000,  700, 8.183
SDSS J161014.87+045046.64,242.56196,4.84629,17.06, 0.01,DO/sdO, 49802,  492, 7.040
SDSS J212556.95+045050.32,321.48729,4.84731,17.14, 0.01,DAB, 32204,  185, 5.540
SDSS J142055.30+045252.57,215.23042,4.88127,18.96, 0.02,DA, 10903,   63, 8.678
SDSS J212044.06+045318.20,320.18358,4.88839,18.1, 0.01,DAB, 32770,  234, 5.550
SDSS J160835.68+045345.24,242.14867,4.8959,18.71, 0.01,He-sdB, 46667,   43, 7.000
SDSS J134131.48+045446.69,205.38117,4.91297,15.91, 0.02,DAO, 84992, 1720, 6.680
SDSS J153024.81+045454.50,232.60337,4.91514,18.44, 0.02,A/sdB, 31653,  235, 5.483
SDSS J214211.29+045456.34,325.54704,4.91565,16.27, 0.02,sdO, 35568,  176, 5.770
SDSS J113916.72+045558.39,174.81967,4.93289,18.9, 0.01,DA, 30620,  205, 8.050
SDSS J105604.14+045634.13,164.01725,4.94281,18.15, 0.01,DBA, 16856,   64, 8.052
SDSS J083103.26+045733.91,127.76358,4.95942,18.75, 0.02,DA, 20685,  189, 7.911
SDSS J145522.96+045802.75,223.84567,4.96743,17.37, 0.03,He-sdB, 45818,   42, 7.000
SDSS J093440.38+045942.47,143.66825,4.99513,18.99, 0.02,DA, 11841,   96, 8.252
SDSS J140129.62+050130.79,210.37342,5.02522,18.56, 0.02,DB, 17100,   97, 7.960
SDSS J001655.37+050442.17,4.23071,5.07838,18.63, 0.03,DA,  6889,   39, 7.810
SDSS J130723.92+050532.03,196.84967,5.09223,18.55, 0.01,DC,  8923,  500, 7.868
SDSS J153251.12+050536.71,233.213,5.09353,16.98, 0.02,He-sdO, 91470, 1992, 5.010
SDSS J141259.91+050619.08,213.24963,5.1053,18.29, 0.01,sdB, 31491,  235, 5.675
SDSS J133540.76+050722.58,203.91983,5.12294,18.53, 0.02,CV, 11323,  229, 9.840
SDSS J214140.43+050729.96,325.41846,5.12499,18.87, 0.02,CV, 11500, 2000, 8.000
SDSS J135300.84+050855.14,208.2535,5.14865,18.92, 0.02,DA, 26191,  302, 7.932
SDSS J150409.14+050942.62,226.03808,5.16184,18.21, 0.02,DA, 27515,  171, 8.007
SDSS J105115.25+051021.11,162.81354,5.17253,18.89, 0.02,DA, 20716,  209, 7.870
SDSS J142825.08+051031.10,217.1045,5.17531,17.16, 0.00,DBA, 17700,   65, 8.017
SDSS J131351.71+051054.42,198.46546,5.18178,18.62, 0.01,DB, 30930,  340, 7.813
SDSS J161255.04+051152.08,243.22933,5.1978,18.66, 0.02,DA+DO12, 12448,  101, 7.020
SDSS J110931.99+051217.84,167.38329,5.20496,18.03, 0.01,DA, 16611,  100, 8.124
SDSS J113725.59+051550.80,174.35663,5.26411,16.76, 0.01,He-sdO, 38182,  231, 5.000
SDSS J155126.16+051636.66,237.859,5.27685,18.89, 0.02,DA+M4, 21045,  438, 8.050
SDSS J102714.41+051745.89,156.81004,5.29608,18.7, 0.02,DA, 16612,  158, 8.000
SDSS J220151.22+051831.14,330.46342,5.30865,18.43, 0.02,DA, 15313,  379, 5.270
SDSS J144854.80+051903.54,222.22833,5.31765,18, 0.02,DQ, 14700,  300, 8.500
SDSS J160450.44+051909.26,241.21017,5.31924,18.35, 0.01,He-sdB, 45818,   42, 7.000
SDSS J103638.84+052250.81,159.16183,5.38078,17.8, 0.01,DA, 19548,  153, 7.934
SDSS J101904.85+052256.30,154.77021,5.38231,18.2, 0.01,DB, 10719,  119, 8.000
SDSS J231256.34+052300.92,348.23475,5.38359,18.37, 0.03,DA,  6950,   36, 7.251
SDSS J150304.30+052436.61,225.76792,5.41017,18.53, 0.02,sdO, 65116, 4375, 5.860
SDSS J222228.89+052546.78,335.62038,5.42966,18.07, 0.02,DA, 29018,  154, 8.072
SDSS J222256.04+052615.07,335.7335,5.43752,18.56, 0.02,DA, 18187,  206, 8.018
SDSS J141551.09+052615.52,213.96287,5.43764,17.93, 0.01,F0/DA:,  7271,  500, 4.000
SDSS J233524.63+052621.01,353.85262,5.43917,18.93, 0.03,DAZ:,  7118,   34, 7.320
SDSS J150343.23+052707.92,225.93013,5.4522,16.92, 0.01,DA, 25183,  128, 8.207
SDSS J013222.88+052923.71,23.09533,5.48992,18.38, 0.03,DAZ:,  7091,   30, 7.220
SDSS J112747.00+052948.35,171.94583,5.49676,18.47, 0.01,DA, 23466,  200, 7.991
SDSS J114404.71+052951.40,176.01962,5.49761,17.3, 0.01,DA, 22636,  153, 7.857
SDSS J155808.03+053004.36,239.53346,5.50121,18.26, 0.02,DA, 63110, 1734, 7.876
SDSS J094712.34+053158.01,146.80142,5.53278,18.81, 0.02,sdO, 42967, 1062, 5.010
SDSS J123808.65+053318.25,189.53604,5.55507,17.33, 0.02,He-sdO, 50000,   50, 7.000
SDSS J152138.67+053333.98,230.41112,5.55944,17.78, 0.02,DA, 21328,  174, 8.047
SDSS J092401.04+053345.34,141.00433,5.56259,18.5, 0.01,DB:, 10378,  123, 7.470
SDSS J212721.52+053434.54,321.83967,5.57626,18.14, 0.01,DO,100000,15000, 7.500
SDSS J102320.81+053445.91,155.83671,5.57942,16.27, 0.02,DAB/sdB, 23551,  165, 5.000
SDSS J110341.41+053448.78,165.92254,5.58022,18.69, 0.01,DAH, 11000, 1000, 8.750
SDSS J212717.87+053527.53,321.82446,5.59098,17.41, 0.01,DAO,100000, 9000, 7.850
SDSS J122535.23+053559.78,186.39679,5.59994,16.09, 0.02,DAB, 21961,  115, 5.000
SDSS J155918.77+053601.48,239.82821,5.60041,16.67, 0.02,DAB:, 30939,  190, 5.430
SDSS J161059.80+053625.24,242.74917,5.60701,16.99, 0.02,He-sdO, 50000,   99, 7.000
